iter	Passed	Remaining
362	935	1641
363	937	1637
364	939	1634
365	941	1630
366	942	1626
367	944	1621
368	945	1617
369	947	1612
370	948	1608
371	950	1604
372	952	1601
373	954	1597
374	955	1592
375	957	1589
376	959	1585
377	961	1581
378	963	1578
379	965	1575
380	966	1570
381	968	1566
382	970	1562
383	971	1558
384	974	1556
385	976	1553
386	978	1549
387	979	1545
388	981	1541
389	983	1537
390	985	1534
391	987	1531
392	989	1527
393	990	1523
394	992	1519
395	993	1516
396	995	1512
397	997	1509
398	999	1505
399	1001	1502
400	1002	1498
401	1004	1494
402	1006	1490
403	1009	1488
404	1011	1486
405	1013	1482
406	1014	1478
407	1016	1474
408	1018	1471
409	1019	1467
410	1021	1464
411	1024	1461
412	1025	1457
413	1027	1453
414	1028	1450
415	1030	1446
416	1032	1442
417	1034	1439
418	1035	1436
419	1037	1432
420	1038	1428
421	1040	1424
422	1041	1420
423	1043	1417
424	1045	1414
425	1047	1411
426	1048	1407
427	1050	1403
428	1051	1399
429	1052	1395
430	1055	1392
431	1056	1389
432	1058	1386
433	1060	1382
434	1061	1378
435	1063	1375
436	1064	1371
437	1066	1367
438	1067	1364
439	1070	1362
440	1071	1358
441	1073	1354
442	1074	1351
443	1076	1347
444	1078	1344
445	1079	1341
446	1081	1338
447	1083	1334
448	1084	1331
449	1086	1327
450	1087	1323
451	1089	1320
452	1091	1317
453	1093	1314
454	1094	1311
455	1096	1307
456	1097	1304
457	1099	1300
458	1100	1297
459	1102	1294
460	1105	1292
461	1106	1289
462	1108	1285
463	1110	1282
464	1111	1278
465	1113	1275
466	1115	1273
467	1117	1269
468	1118	1266
469	1119	1262
470	1121	1259
471	1122	1255
472	1124	1252
473	1126	1249
474	1128	1247
475	1129	1243
476	1131	1240
477	1132	1236
478	1133	1233
479	1135	1230
480	1137	1227
481	1139	1224
482	1140	1220
483	1141	1217
484	1143	1213
485	1144	1210
486	1146	1207
487	1148	1204
488	1150	1202
489	1151	1198
490	1153	1195
491	1154	1192
492	1156	1188
493	1157	1185
494	1160	1184
495	1162	1181
496	1164	1178
497	1165	1174
498	1167	1171
499	1168	1168
500	1170	1165
501	1172	1162
502	1174	1160
503	1175	1156
504	1176	1153
505	1178	1150
506	1179	1147
507	1181	1144
508	1183	1141
509	1185	1138
510	1186	1135
511	1188	1132
512	1189	1129
513	1191	1126
514	1193	1123
515	1194	1120
516	1196	1117
517	1197	1114
518	1199	1111
519	1200	1108
520	1202	1105
521	1204	1102
522	1207	1101
523	1209	1098
524	1210	1095
525	1212	1092
526	1214	1089
527	1215	1086
528	1218	1084
529	1219	1081
530	1221	1078
531	1222	1075
532	1224	1072
533	1226	1070
534	1228	1068
535	1231	1065
536	1233	1063
537	1234	1060
538	1236	1057
539	1238	1054
540	1239	1051
541	1241	1048
542	1242	1046
543	1244	1043
544	1248	1042
545	1249	1039
546	1251	1036
547	1253	1033
548	1255	1031
549	1257	1028
550	1258	1025
551	1260	1022
552	1261	1019
553	1262	1016
554	1265	1014
555	1267	1012
556	1269	1009
557	1270	1006
558	1272	1003
559	1273	1000
560	1274	997
561	1277	995
562	1279	992
563	1280	989
564	1281	986
565	1283	984
566	1284	981
567	1286	978
568	1288	975
569	1290	973
570	1291	970
571	1293	967
572	1294	964
573	1296	961
574	1297	959
575	1299	956
576	1301	954
577	1303	951
578	1304	948
579	1306	945
580	1307	943
581	1309	940
582	1311	938
583	1313	935
584	1315	932
585	1316	930
586	1317	927
587	1319	924
588	1320	921
589	1322	919
590	1324	916
591	1326	914
592	1327	911
593	1329	908
594	1330	905
595	1332	902
596	1333	900
597	1336	898
598	1338	895
599	1339	893
600	1341	890
601	1342	887
602	1343	884
603	1345	882
604	1347	879
605	1349	877
606	1350	874
607	1352	871
608	1353	869
609	1355	866
610	1356	863
611	1358	861
612	1360	859
613	1362	856
614	1363	853
615	1365	850
616	1366	848
617	1368	845
618	1370	843
619	1372	840
620	1373	838
621	1374	835
622	1376	832
623	1377	830
624	1379	827
625	1381	825
626	1384	823
627	1386	821
628	1387	818
629	1389	816
630	1390	813
631	1393	811
632	1395	809
633	1396	806
634	1398	803
635	1399	801
636	1401	798
637	1402	795
638	1405	794
639	1407	791
640	1409	789
641	1410	786
642	1411	783
643	1413	781
644	1414	778
645	1417	776
646	1419	774
647	1420	771
648	1422	769
649	1423	766
650	1425	764
651	1426	761
652	1429	759
653	1431	757
654	1432	754
655	1434	752
656	1435	749
657	1437	746
658	1438	744
659	1440	742
660	1443	740
661	1444	737
662	1445	734
663	1447	732
664	1448	729
665	1450	727
666	1452	725
667	1454	723
668	1456	720
669	1457	718
670	1459	715
671	1460	712
672	1462	710
673	1464	708
674	1467	706
675	1468	703
676	1469	701
677	1471	698
678	1472	696
679	1474	693
680	1476	691
681	1478	689
682	1479	686
683	1481	684
684	1482	681
685	1484	679
686	1485	676
687	1526	692
688	1528	690
689	1532	688
690	1536	687
691	1539	685
692	1542	683
693	1544	680
694	1546	678
695	1548	676
696	1550	673
697	1551	671
698	1553	668
699	1554	666
700	1556	663
701	1559	661
702	1561	659
703	1563	657
704	1567	655
705	1569	653
706	1572	651
707	1574	649
708	1576	647
709	1578	644
710	1580	642
711	1582	640
712	1583	637
713	1585	634
714	1586	632
715	1588	629
716	1590	627
717	1591	625
718	1593	622
719	1595	620
720	1596	617
721	1598	615
722	1599	612
723	1601	610
724	1603	608
725	1605	605
726	1606	603
727	1607	600
728	1609	598
729	1610	595
730	1612	593
731	1614	591
732	1616	588
733	1617	586
734	1619	583
735	1620	581
736	1621	578
737	1623	576
738	1625	574
739	1627	571
740	1629	569
741	1630	566
742	1631	564
743	1633	561
744	1634	559
745	1636	557
746	1638	554
747	1640	552
748	1641	550
749	1642	547
750	1644	545
751	1645	542
752	1647	540
753	1650	538
754	1651	536
755	1653	533
756	1654	531
757	1656	528
758	1657	526
759	1660	524
760	1662	521
761	1663	519
762	1664	517
763	1666	514
764	1668	512
765	1670	510
766	1672	508
767	1674	505
768	1675	503
769	1677	501
770	1678	498
771	1680	496
772	1682	493
773	1684	491
774	1685	489
775	1687	487
776	1688	484
777	1690	482
778	1691	479
779	1693	477
780	1695	475
781	1697	473
782	1698	470
783	1700	468
784	1701	466
785	1702	463
786	1704	461
787	1706	459
788	1708	456
789	1709	454
790	1711	452
791	1713	449
792	1714	447
793	1715	445
794	1717	442
795	1719	440
796	1721	438
797	1722	436
798	1723	433
799	1725	431
800	1726	429
801	1728	426
802	1730	424
803	1731	422
804	1733	419
805	1734	417
806	1736	415
807	1737	412
808	1739	410
809	1741	408
810	1743	406
811	1744	403
812	1746	401
813	1747	399
814	1749	397
815	1750	394
816	1752	392
817	1754	390
818	1756	388
819	1757	385
820	1759	383
821	1760	381
822	1762	378
823	1764	376
824	1766	374
825	1768	372
826	1769	370
827	1771	367
828	1772	365
829	1774	363
830	1776	361
831	1778	359
832	1780	356
833	1781	354
834	1783	352
835	1784	350
836	1785	347
837	1787	345
838	1790	343
839	1791	341
840	1792	338
841	1794	336
842	1795	334
843	1796	332
844	1798	329
845	1801	327
846	1803	325
847	1804	323
848	1806	321
849	1807	318
850	1808	316
851	1810	314
852	1813	312
853	1815	310
854	1816	308
855	1817	305
856	1819	303
857	1820	301
858	1822	299
859	1825	297
860	1826	294
861	1828	292
862	1829	290
863	1831	288
864	1832	285
865	1834	283
866	1836	281
867	1837	279
868	1839	277
869	1840	275
870	1842	272
871	1843	270
872	1845	268
873	1847	266
874	1849	264
875	1850	261
876	1852	259
877	1853	257
878	1854	255
879	1856	253
880	1859	251
881	1860	248
882	1862	246
883	1863	244
884	1865	242
885	1866	240
886	1868	238
887	1870	235
888	1872	233
889	1874	231
890	1875	229
891	1876	227
892	1878	225
893	1880	222
894	1882	220
895	1884	218
896	1885	216
897	1886	214
898	1888	212
899	1889	209
900	1891	207
901	1893	205
902	1895	203
903	1896	201
904	1898	199
905	1899	197
906	1900	194
907	1902	192
908	1905	190
909	1907	188
910	1909	186
911	1910	184
912	1912	182
913	1913	180
914	1916	178
915	1918	175
916	1920	173
917	1921	171
918	1923	169
919	1924	167
920	1926	165
921	1929	163
922	1930	161
923	1932	158
924	1934	156
925	1935	154
926	1936	152
927	1939	150
928	1941	148
929	1943	146
930	1944	144
931	1946	142
932	1948	139
933	1951	137
934	1954	135
935	1956	133
936	1957	131
937	1959	129
938	1962	127
939	1965	125
940	1967	123
941	1969	121
942	1971	119
943	1973	117
944	1975	114
945	1978	112
946	1979	110
947	1981	108
948	1983	106
949	1984	104
950	1986	102
951	1988	100
952	1990	98
953	1991	96
954	1993	93
955	1995	91
956	1996	89
957	1999	87
958	2002	85
959	2003	83
960	2005	81
961	2007	79
962	2009	77
963	2012	75
964	2014	73
965	2016	70
966	2017	68
967	2019	66
968	2021	64
969	2023	62
970	2025	60
971	2027	58
972	2029	56
973	2030	54
974	2032	52
975	2034	50
976	2036	47
977	2038	45
978	2040	43
979	2041	41
980	2043	39
981	2045	37
982	2047	35
983	2061	33
984	2063	31
985	2066	29
986	2067	27
987	2069	25
988	2070	23
989	2072	20
990	2074	18
991	2076	16
992	2078	14
993	2080	12
994	2081	10
995	2083	8
996	2085	6
997	2088	4
998	2090	2
999	2091	0
